domain_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,1.0,-0.30779772760514845,0.5072853790843362,-0.4519149170562627,0.13227985970733025,-0.13216794894862333,0.26390414287725555,-0.06700017794859757,-0.5236153777406124,0.323543993109198,0.17545112033655277,0.23623625887949473,0.09586676949281668,0.07754380396801479
2,-0.30779772760514845,1.0,-0.04832406359238537,0.41796228863670193,0.10987349649342326,0.06702635331353608,-0.3322640272164089,0.1670385174359232,0.2754505500125901,0.41826751685357644,0.008381395987278316,-0.43319913500983664,0.04859187920889569,0.08742582414978418
3,0.5072853790843362,-0.04832406359238537,1.0,-0.47067956792509136,-0.13901392464252926,-0.19253388857898368,-0.07027896156302577,-0.19031486203563233,-0.33049586153723953,0.252079987590937,0.5986731289338718,0.08753749009966982,-0.031291691820206066,-0.18829809201372386
4,-0.4519149170562627,0.41796228863670193,-0.47067956792509136,1.0,0.1404864033328037,0.057417959312110176,-0.0991833341819497,0.379035036319197,0.36107764523817054,-0.06302870090287915,-0.23685042956431787,-0.18083801449378284,0.1057257149731945,0.06993365262243202
5,0.13227985970733025,0.10987349649342326,-0.13901392464252926,0.1404864033328037,1.0,0.2253610226578156,0.4652342050011521,0.2432695591691677,-0.16234675480161062,0.22308375504666755,-0.4185012527058557,0.2511724574095089,0.7203334638384674,0.4314156427151022
6,-0.13216794894862333,0.06702635331353608,-0.19253388857898368,0.057417959312110176,0.2253610226578156,1.0,0.45257681944095257,-0.09971972746681092,0.10604172162898994,-0.06559640748349496,-0.32446748556289845,0.2962292281451228,0.27307740988131834,-0.04530189324330052
7,0.26390414287725555,-0.3322640272164089,-0.07027896156302577,-0.0991833341819497,0.4652342050011521,0.45257681944095257,1.0,0.18462785810493257,-0.2622330372795793,-0.1454893525703884,-0.24007078493427902,0.6162281891275161,0.3870297739632451,0.11075278642432894
8,-0.06700017794859757,0.1670385174359232,-0.19031486203563233,0.379035036319197,0.2432695591691677,-0.09971972746681092,0.18462785810493257,1.0,0.08003359798620205,-0.11043559988971363,-0.12030947316297991,-0.0025166174127356673,0.19741522889800972,0.20621388211033595
9,-0.5236153777406124,0.2754505500125901,-0.33049586153723953,0.36107764523817054,-0.16234675480161062,0.10604172162898994,-0.2622330372795793,0.08003359798620205,1.0,-0.35295126001293864,-0.15166651909726475,-0.2068840159311264,-0.1346041523119033,0.03730592167800515
10,0.323543993109198,0.41826751685357644,0.252079987590937,-0.06302870090287915,0.22308375504666755,-0.06559640748349496,-0.1454893525703884,-0.11043559988971363,-0.35295126001293864,1.0,0.05879795263277105,-0.3274541777014622,0.21521281003065473,0.11907052970181942
11,0.17545112033655277,0.008381395987278316,0.5986731289338718,-0.23685042956431787,-0.4185012527058557,-0.32446748556289845,-0.24007078493427902,-0.12030947316297991,-0.15166651909726475,0.05879795263277105,1.0,0.056875476187376,-0.22806972824330535,-0.56566344317671
12,0.23623625887949473,-0.43319913500983664,0.08753749009966982,-0.18083801449378284,0.2511724574095089,0.2962292281451228,0.6162281891275161,-0.0025166174127356673,-0.2068840159311264,-0.3274541777014622,0.056875476187376,1.0,0.32982807188791885,-0.18906089963095804
13,0.09586676949281668,0.04859187920889569,-0.031291691820206066,0.1057257149731945,0.7203334638384674,0.27307740988131834,0.3870297739632451,0.19741522889800972,-0.1346041523119033,0.21521281003065473,-0.22806972824330535,0.32982807188791885,1.0,0.15298274758254962
14,0.07754380396801479,0.08742582414978418,-0.18829809201372386,0.06993365262243202,0.4314156427151022,-0.04530189324330052,0.11075278642432894,0.20621388211033595,0.03730592167800515,0.11907052970181942,-0.56566344317671,-0.18906089963095804,0.15298274758254962,1.0
